filename,R,G,B
00634_00.jpg,29,29,29
00635_00.jpg,116,129,120
00636_00.jpg,206,183,166
00637_00.jpg,42,46,44
00638_00.jpg,51,51,55
00639_00.jpg,186,81,49
00640_00.jpg,180,167,137
00642_00.jpg,27,49,43
00643_00.jpg,201,163,130
00646_00.jpg,21,21,21
00647_00.jpg,179,200,220
00649_00.jpg,240,240,238
00650_00.jpg,171,170,104
00651_00.jpg,37,35,36
00652_00.jpg,238,235,231
00653_00.jpg,193,77,65
00655_00.jpg,225,211,207
00656_00.jpg,233,232,237
00657_00.jpg,20,20,20
00658_00.jpg,221,214,214
00659_00.jpg,114,108,96
00660_00.jpg,74,75,66
00661_00.jpg,23,23,23
00662_00.jpg,29,30,31
00663_00.jpg,225,207,207
00665_00.jpg,25,27,28
00666_00.jpg,234,234,233
00667_00.jpg,232,231,231
00668_00.jpg,27,39,68
00669_00.jpg,52,57,77
00670_00.jpg,27,26,25
00671_00.jpg,31,31,31
00673_00.jpg,73,70,68
00674_00.jpg,24,26,42
00675_00.jpg,72,15,25
00676_00.jpg,26,24,22
00677_00.jpg,39,41,44
00678_00.jpg,47,48,57
00679_00.jpg,212,231,98
00680_00.jpg,223,200,201
00681_00.jpg,240,228,142
00682_00.jpg,210,185,230
00685_00.jpg,125,116,77
00686_00.jpg,230,230,230
00687_00.jpg,27,28,31
00688_00.jpg,228,228,227
00689_00.jpg,143,117,98
00691_00.jpg,236,221,179
00692_00.jpg,194,50,86
00694_00.jpg,166,166,166
00695_00.jpg,205,108,69
00696_00.jpg,44,46,42
00697_00.jpg,88,79,86
00699_00.jpg,24,26,25
00700_00.jpg,73,57,76
00701_00.jpg,49,49,46
00702_00.jpg,240,196,107
00704_00.jpg,10,131,101
00706_00.jpg,193,71,74
00707_00.jpg,240,230,212
00708_00.jpg,233,232,229
00710_00.jpg,19,19,18
00711_00.jpg,71,70,70
00712_00.jpg,53,52,66
00715_00.jpg,235,234,231
00716_00.jpg,75,121,162
00717_00.jpg,34,92,142
00718_00.jpg,90,90,68
00719_00.jpg,43,45,58
00720_00.jpg,186,160,170
00721_00.jpg,229,187,40
00722_00.jpg,67,68,65
00724_00.jpg,206,36,74
00726_00.jpg,48,43,46
00727_00.jpg,40,39,39
00728_00.jpg,105,212,179
00730_00.jpg,114,127,110
00731_00.jpg,215,212,212
00732_00.jpg,242,210,93
00733_00.jpg,26,26,28
00734_00.jpg,32,32,32
00735_00.jpg,32,33,38
00738_00.jpg,98,103,107
00741_00.jpg,61,44,43
00742_00.jpg,238,238,235
00743_00.jpg,136,135,138
00744_00.jpg,234,233,159
00745_00.jpg,54,53,53
00746_00.jpg,89,85,65
00747_00.jpg,250,151,125
00748_00.jpg,241,240,235
00749_00.jpg,227,192,78
00750_00.jpg,44,94,130
00751_00.jpg,244,244,244
00752_00.jpg,65,78,122
00753_00.jpg,21,22,24
00754_00.jpg,235,234,228
00755_00.jpg,8,128,95
00756_00.jpg,8,128,95
00757_00.jpg,239,230,235
00758_00.jpg,53,53,47
00759_00.jpg,130,128,101
00761_00.jpg,21,22,24
00763_00.jpg,237,239,237
00764_00.jpg,243,91,187
00766_00.jpg,48,48,46
00767_00.jpg,28,29,30
00769_00.jpg,40,43,54
00770_00.jpg,239,239,242
00771_00.jpg,17,65,75
00772_00.jpg,234,231,231
00773_00.jpg,221,220,224
00774_00.jpg,242,38,42
00775_00.jpg,43,45,45
00776_00.jpg,49,49,49
00777_00.jpg,38,36,42
00778_00.jpg,234,184,194
00779_00.jpg,123,116,98
00780_00.jpg,50,67,116
00783_00.jpg,86,47,43
00784_00.jpg,210,210,208
00786_00.jpg,173,26,37
00787_00.jpg,31,31,31
00788_00.jpg,132,128,137
00791_00.jpg,243,203,106
00792_00.jpg,192,188,188
00793_00.jpg,63,60,76
00794_00.jpg,26,33,41
00795_00.jpg,216,234,94
00796_00.jpg,25,26,28
00797_00.jpg,55,53,49
00798_00.jpg,22,23,24
00799_00.jpg,32,32,33
00800_00.jpg,9,136,91
00801_00.jpg,68,35,39
00803_00.jpg,61,73,87
00804_00.jpg,239,231,220
00805_00.jpg,41,179,144
00806_00.jpg,232,172,174
00807_00.jpg,234,234,233
00808_00.jpg,235,234,234
00810_00.jpg,243,244,248
00811_00.jpg,235,204,192
00812_00.jpg,31,32,31
00813_00.jpg,234,234,229
00815_00.jpg,244,222,210
00816_00.jpg,224,224,221
00817_00.jpg,29,29,29
00818_00.jpg,235,234,233
00819_00.jpg,233,225,225
00822_00.jpg,160,52,36
00823_00.jpg,104,66,172
00825_00.jpg,148,129,201
00826_00.jpg,239,238,227
00829_00.jpg,231,185,199
00830_00.jpg,114,32,45
00831_00.jpg,237,235,242
00833_00.jpg,147,138,138
00834_00.jpg,243,243,243
00835_00.jpg,229,226,219
00836_00.jpg,87,96,102
00837_00.jpg,220,59,62
00838_00.jpg,247,244,232
00841_00.jpg,109,161,168
00842_00.jpg,196,195,191
00843_00.jpg,209,187,194
00844_00.jpg,152,157,149
00845_00.jpg,31,32,37
00846_00.jpg,144,143,145
00847_00.jpg,227,231,225
00849_00.jpg,101,94,86
00850_00.jpg,245,243,236
00851_00.jpg,44,43,53
00853_00.jpg,125,116,96
00854_00.jpg,137,144,156
00855_00.jpg,84,83,79
00856_00.jpg,36,40,68
00857_00.jpg,176,149,153
00860_00.jpg,186,172,173
00861_00.jpg,245,220,213
00863_00.jpg,182,146,130
00864_00.jpg,27,49,62
00866_00.jpg,40,40,43
00867_00.jpg,235,235,234
00868_00.jpg,81,81,80
00869_00.jpg,171,75,49
00870_00.jpg,239,219,215
00871_00.jpg,225,176,163
00872_00.jpg,159,154,163
00873_00.jpg,217,211,222
00874_00.jpg,36,37,39
00876_00.jpg,38,38,42
00878_00.jpg,37,38,37
00879_00.jpg,75,82,189
00880_00.jpg,241,62,47
00881_00.jpg,234,234,236
00882_00.jpg,20,20,20
00883_00.jpg,17,18,18
00885_00.jpg,186,136,95
00886_00.jpg,21,19,22
00887_00.jpg,169,162,117
00890_00.jpg,35,36,36
00892_00.jpg,59,62,76
00894_00.jpg,240,238,242
00895_00.jpg,28,28,28
00896_00.jpg,26,25,25
00897_00.jpg,188,189,190
00898_00.jpg,70,67,65
00899_00.jpg,212,208,212
00900_00.jpg,146,139,133
00901_00.jpg,73,75,87
00903_00.jpg,125,129,108
00904_00.jpg,85,75,79
00905_00.jpg,31,33,32
00907_00.jpg,223,224,223
00908_00.jpg,36,35,37
00909_00.jpg,176,191,159
00910_00.jpg,233,232,228
00912_00.jpg,245,130,76
00913_00.jpg,231,231,226
00914_00.jpg,201,219,216
00915_00.jpg,121,178,202
00917_00.jpg,21,21,19
00918_00.jpg,138,83,88
00919_00.jpg,236,236,235
00921_00.jpg,218,25,50
00922_00.jpg,32,31,31
00923_00.jpg,26,26,29
00924_00.jpg,71,72,72
00926_00.jpg,82,66,66
00927_00.jpg,90,82,110
00928_00.jpg,194,193,196
00929_00.jpg,74,115,124
00930_00.jpg,238,238,236
00931_00.jpg,224,224,224
00932_00.jpg,39,43,61
00933_00.jpg,228,220,222
00934_00.jpg,31,34,35
00935_00.jpg,106,108,110
00938_00.jpg,225,224,222
00940_00.jpg,55,54,54
00941_00.jpg,45,55,78
00943_00.jpg,37,37,36
00944_00.jpg,105,103,93
00945_00.jpg,207,201,188
00946_00.jpg,76,74,80
00947_00.jpg,240,240,243
00948_00.jpg,240,239,242
00949_00.jpg,45,46,49
00950_00.jpg,230,217,203
00951_00.jpg,22,23,25
00952_00.jpg,44,44,44
00953_00.jpg,178,91,70
00954_00.jpg,32,33,32
00956_00.jpg,221,159,148
00957_00.jpg,29,30,29
00958_00.jpg,26,27,33
00959_00.jpg,238,237,227
00962_00.jpg,234,234,233
00963_00.jpg,22,23,24
00964_00.jpg,215,205,200
00965_00.jpg,32,32,34
00966_00.jpg,99,101,84
00967_00.jpg,40,40,40
00968_00.jpg,66,55,44
00969_00.jpg,33,31,32
00970_00.jpg,241,242,243
00971_00.jpg,235,234,239
00972_00.jpg,223,208,207
00973_00.jpg,240,238,240
00974_00.jpg,138,43,67
00977_00.jpg,238,232,221
00978_00.jpg,216,27,48
00979_00.jpg,123,61,63
00980_00.jpg,59,54,60
00982_00.jpg,28,26,29
00983_00.jpg,227,171,36
00985_00.jpg,200,200,200
00987_00.jpg,143,158,170
00988_00.jpg,48,46,47
00990_00.jpg,129,103,69
00994_00.jpg,246,242,247
00995_00.jpg,23,24,26
00996_00.jpg,119,109,105
00997_00.jpg,237,237,234
00998_00.jpg,35,35,37
00999_00.jpg,194,190,188
01001_00.jpg,30,31,31
01002_00.jpg,42,44,47
01004_00.jpg,238,229,235
01005_00.jpg,234,67,144
01007_00.jpg,73,73,70
01009_00.jpg,237,217,214
01010_00.jpg,138,140,151
01012_00.jpg,225,207,90
01013_00.jpg,242,243,244
01014_00.jpg,238,239,239
01015_00.jpg,239,238,235
01016_00.jpg,233,223,229
01017_00.jpg,33,30,35
01018_00.jpg,21,21,21
01019_00.jpg,238,235,236
01020_00.jpg,247,231,124
01021_00.jpg,242,219,222
01022_00.jpg,31,31,33
01023_00.jpg,102,101,106
01024_00.jpg,66,61,53
01025_00.jpg,237,233,229
01027_00.jpg,209,180,157
01028_00.jpg,81,78,74
01029_00.jpg,70,69,64
01030_00.jpg,179,98,101
01032_00.jpg,153,78,53
01033_00.jpg,34,35,37
01034_00.jpg,34,39,49
01037_00.jpg,218,188,219
01038_00.jpg,244,244,247
01039_00.jpg,46,62,56
01040_00.jpg,168,168,169
01041_00.jpg,203,203,201
01042_00.jpg,43,44,47
01043_00.jpg,28,28,28
01044_00.jpg,127,116,131
01045_00.jpg,88,87,86
01047_00.jpg,18,20,20
01049_00.jpg,211,25,39
01050_00.jpg,37,42,64
01052_00.jpg,90,88,81
01053_00.jpg,39,38,36
01055_00.jpg,229,231,236
01056_00.jpg,217,231,144
01058_00.jpg,246,246,244
01059_00.jpg,189,215,223
01060_00.jpg,233,233,231
01061_00.jpg,241,241,241
01062_00.jpg,103,103,102
01063_00.jpg,228,25,51
01064_00.jpg,243,242,248
01065_00.jpg,197,192,183
01067_00.jpg,25,26,26
01068_00.jpg,132,15,42
01071_00.jpg,32,30,33
01073_00.jpg,58,90,89
01075_00.jpg,229,154,160
01076_00.jpg,69,47,53
01077_00.jpg,236,97,82
01079_00.jpg,15,16,17
01080_00.jpg,128,115,102
01081_00.jpg,224,190,189
01082_00.jpg,232,238,149
01083_00.jpg,28,30,30
01084_00.jpg,29,30,30
01085_00.jpg,231,229,234
01086_00.jpg,213,185,169
01087_00.jpg,154,63,54
01088_00.jpg,235,235,235
01089_00.jpg,40,41,42
01091_00.jpg,93,93,113
01093_00.jpg,96,102,73
01094_00.jpg,222,46,59
01095_00.jpg,95,36,49
01096_00.jpg,112,19,32
01097_00.jpg,234,234,234
01098_00.jpg,243,238,224
01099_00.jpg,243,239,241
01100_00.jpg,238,238,244
01101_00.jpg,102,95,103
01102_00.jpg,220,219,225
01103_00.jpg,48,46,31
01104_00.jpg,187,190,187
01105_00.jpg,239,238,237
01106_00.jpg,127,94,85
01107_00.jpg,35,45,59
01108_00.jpg,239,187,175
01109_00.jpg,37,40,50
01110_00.jpg,34,54,53
01111_00.jpg,227,222,219
01113_00.jpg,139,142,149
01114_00.jpg,231,196,88
01115_00.jpg,47,58,50
01116_00.jpg,240,85,114
01117_00.jpg,220,184,147
01119_00.jpg,49,47,49
01120_00.jpg,150,150,150
01121_00.jpg,69,35,44
01122_00.jpg,187,138,78
01124_00.jpg,223,34,52
01125_00.jpg,81,76,69
01126_00.jpg,223,44,61
01127_00.jpg,241,241,241
01128_00.jpg,153,43,58
01129_00.jpg,36,37,36
01130_00.jpg,7,65,60
01131_00.jpg,228,225,224
01132_00.jpg,21,22,23
01133_00.jpg,39,38,49
01134_00.jpg,236,184,61
01135_00.jpg,205,202,195
01136_00.jpg,192,128,100
01137_00.jpg,202,196,194
01138_00.jpg,76,80,102
01139_00.jpg,92,17,25
01141_00.jpg,116,95,84
01142_00.jpg,226,195,179
01144_00.jpg,203,202,192
01146_00.jpg,24,25,26
01147_00.jpg,37,36,41
01148_00.jpg,83,83,81
01150_00.jpg,35,38,56
01151_00.jpg,236,237,233
01152_00.jpg,22,22,24
01153_00.jpg,30,36,54
01156_00.jpg,235,236,234
01157_00.jpg,62,52,49
01158_00.jpg,229,218,116
01159_00.jpg,75,71,80
01160_00.jpg,67,53,95
01162_00.jpg,238,238,237
01164_00.jpg,42,41,56
01165_00.jpg,240,240,239
01166_00.jpg,207,55,43
01167_00.jpg,73,71,73
01168_00.jpg,179,101,50
01170_00.jpg,236,219,219
01173_00.jpg,226,226,233
01174_00.jpg,229,208,180
01177_00.jpg,188,138,134
01179_00.jpg,53,49,42
01180_00.jpg,26,28,30
01182_00.jpg,39,40,41
01183_00.jpg,210,79,64
