,img_path,cloth_path,brand,sleeve,neck,primary_color,secondary_color,casuality,fit,pants_color,hair_color,description,bought,not_interested
18,images/00025_00.jpg,clothes/00025_00.jpg,,long sleeve,high neck,gray,gray,casual,tight fit,black,black,The dress is a silver metallic long-sleeved top paired with black high-waisted jeans.,False,False
19,images/00026_00.jpg,clothes/00026_00.jpg,adidas,short sleeve,round neck,navy blue,light blue,casual,tight fit,blue,blonde,The dress is a navy blue one-piece swimsuit with blue stripes on the sleeves and an Adidas logo on the chest.,False,False
20,images/00028_00.jpg,clothes/00028_00.jpg,guess,long sleeve,round neck,white,red,casual,loose fit,black,blonde,"The dress is a white long-sleeved Guess T-shirt with a red triangle logo and the text ""Guess USA Jeans"" on it, paired with blue jeans.",False,False
21,images/00029_00.jpg,clothes/00029_00.jpg,levi's,short sleeve,round neck,black,pink,casual,tight fit,black,black,The dress is a black Levi's graphic tee paired with black denim shorts.,False,False
22,images/00030_00.jpg,clothes/00030_00.jpg,adidas,short sleeve,round neck,blue,white,casual,tight fit,white,blonde,The dress is a blue Adidas t-shirt with white stripes on the sleeves and white denim shorts.,False,False
23,images/00031_00.jpg,clothes/00031_00.jpg,adidas,long sleeve,round neck,red,white,casual,tight fit,red,black,"The dress is a red Adidas long-sleeved top and matching pants, featuring three white stripes on each sleeve and a small white Adidas logo on the chest.",False,False
24,images/00032_00.jpg,clothes/00032_00.jpg,,long sleeve,v neck,yellow,white,casual,loose fit,blue,brown,"The dress is a mustard yellow button-down shirt featuring a pattern of greyhounds in various poses and colors, paired with blue jeans.",False,False
25,images/00033_00.jpg,clothes/00033_00.jpg,,long sleeve,v neck,blue,purple,casual,loose fit,black,blonde,The dress is a blue and red paisley patterned blouse with a black skirt.,False,False
26,images/00036_00.jpg,clothes/00036_00.jpg,,three quarter sleeve,mandarin collar,black,,casual,tight fit,black,blonde,The dress is a black ribbed short-sleeved top with buttons down the front and a fitted waist.,False,False
27,images/00038_00.jpg,clothes/00038_00.jpg,lee,short sleeve,round neck,black,red,casual,loose fit,black,blonde,"The dress is a black Lee t-shirt with a small red logo on the left chest area, paired with blue jeans.",False,False
28,images/00040_00.jpg,clothes/00040_00.jpg,calvin klein,short sleeve,round neck,white,gray,casual,tight fit,white,black,"The dress is a Calvin Klein Jeans logo T-shirt in gray color, paired with white pants.",False,False
29,images/00041_00.jpg,clothes/00041_00.jpg,tommy hilfiger,short sleeve,round neck,white,,casual,tight fit,blue,blonde,The dress is a white Tommy Hilfiger T-shirt paired with a denim skirt featuring button details on the front.,False,False
30,images/00042_00.jpg,clothes/00042_00.jpg,,short sleeve,round neck,beige,red,casual,loose fit,red,blonde,The dress is a floral print top with ruffled sleeves and white shorts.,False,False
31,images/00043_00.jpg,clothes/00043_00.jpg,calvin klein,short sleeve,round neck,pink,light pink,casual,loose fit,pink,black,"The dress is a Calvin Klein Jeans logo T-shirt in pastel pink color, paired with high-waisted blue jeans.",False,False
32,images/00044_00.jpg,clothes/00044_00.jpg,adidas,short sleeve,round neck,purple,white,casual,tight fit,purple,brown,The dress is a purple Adidas T-shirt and matching track pants.,False,False
33,images/00045_00.jpg,clothes/00045_00.jpg,pepsi,short sleeve,round neck,white,blue,casual,loose fit,blue,black,The dress is a white t-shirt with a Pepsi logo and blue jeans.,False,False
34,images/00046_00.jpg,clothes/00046_00.jpg,tommy hilfiger,short sleeve,round neck,black,white,casual,tight fit,black,blonde,The dress is a black Tommy Hilfiger T-shirt paired with blue jeans.,False,False
35,images/00047_00.jpg,clothes/00047_00.jpg,,long sleeve,boat neck,black,white,casual,tight fit,black,black,"The dress is a black, three-quarter sleeve blouse with a boat neckline and plaid pants.",False,False
36,images/00048_00.jpg,clothes/00048_00.jpg,,long sleeve,v neck,white,white,casual,tight fit,blue,brown,The dress is a white long-sleeved top paired with high-waisted blue jeans.,False,False
37,images/00049_00.jpg,clothes/00049_00.jpg,champion,short sleeve,round neck,black,white,casual,loose fit,pink,black,"The dress is a black Champion T-shirt with white script and a red circle logo on the chest, paired with pink track pants featuring white stripes on the sides.",False,False
38,images/00050_00.jpg,clothes/00050_00.jpg,,long sleeve,round neck,black,,casual,tight fit,white,blonde,"The dress is a long-sleeved, navy blue top with a round neckline and white pants.",False,False
39,images/00051_00.jpg,clothes/00051_00.jpg,,long sleeve,v neck,white,,casual,tight fit,beige,blonde,"The dress is a white blouse with a tie front and long sleeves, paired with beige pants.",False,False
40,images/00052_00.jpg,clothes/00052_00.jpg,calvin klein,short sleeve,round neck,white,black,casual,tight fit,white,blonde,The dress is a white Calvin Klein Jeans T-shirt with a black logo and blue jeans.,False,False
41,images/00053_00.jpg,clothes/00053_00.jpg,tommy hilfiger,short sleeve,round neck,navy blue,pink,casual,tight fit,blue,blonde,The dress is a navy blue Tommy Hilfiger T-shirt paired with dark blue jeans.,False,False
42,images/00054_00.jpg,clothes/00054_00.jpg,levi's,short sleeve,round neck,,,casual,loose fit,red,blonde,The dress is a leopard print top with a red logo on the left chest and light blue jeans.,False,False
43,images/00056_00.jpg,clothes/00056_00.jpg,champion,long sleeve,round neck,black,white,casual,tight fit,blue,blonde,A black Champion sweatshirt paired with blue jeans.,False,False
44,images/00058_00.jpg,clothes/00058_00.jpg,,long sleeve,boat neck,blue,white,casual,tight fit,blue,blonde,"The dress is a long-sleeved, blue and white striped top with a boat neckline.",False,False
45,images/00059_00.jpg,clothes/00059_00.jpg,,long sleeve,v neck,pink,pink,casual,loose fit,red,black,The dress is a red tie-dye long-sleeved top paired with a green plaid skirt featuring a silver key embellishment on the front.,False,False
46,images/00061_00.jpg,clothes/00061_00.jpg,,long sleeve,high neck,white,,casual,tight fit,blue,black,"The dress is a white blouse with a bow tie at the collar and colorful stripes on the sleeves, paired with high-waisted blue jeans.",False,False
47,images/00062_00.jpg,clothes/00062_00.jpg,polo,short sleeve,polo collar,black,white,casual,tight fit,black,brown,"The dress is a black polo shirt with white buttons and a small white logo on the chest, paired with a white mini skirt.",False,False
48,images/00065_00.jpg,clothes/00065_00.jpg,,long sleeve,v neck,black,,casual,tight fit,blue,brown,The dress is a black long-sleeved top with a tie front and high-waisted jeans.,False,False
49,images/00066_00.jpg,clothes/00066_00.jpg,adidas,short sleeve,round neck,pink,red,casual,loose fit,red,black,"The dress is a coral pink Adidas T-shirt with white trim and three red stripes on each sleeve, paired with bright red leggings.",False,False
50,images/00068_00.jpg,clothes/00068_00.jpg,,long sleeve,v neck,white,gold,casual,tight fit,blue,blonde,"The dress is a white long-sleeved top with gold buttons and a V-neckline, paired with dark blue jeans.",False,False
51,images/00070_00.jpg,clothes/00070_00.jpg,guess,short sleeve,round neck,red,white,casual,loose fit,red,black,The dress is a red Guess T-shirt with a white triangular logo on the chest and blue jeans.,False,False
52,images/00072_00.jpg,clothes/00072_00.jpg,,long sleeve,cowl neck,maroon,black,casual,tight fit,black,black,The dress is a maroon long-sleeved top with a cowl neck and black leggings underneath.,False,False
53,images/00073_00.jpg,clothes/00073_00.jpg,guess,short sleeve,crew neck,white,pink,casual,tight fit,blue,black,The dress is a white Guess T-shirt with a small red triangle logo on the left chest and light blue jeans.,False,False
54,images/00076_00.jpg,clothes/00076_00.jpg,fila,short sleeve,round neck,white,gray,casual,loose fit,white,black,"A mint green, grey, and white FILA logo T-shirt with white pants.",False,False
55,images/00077_00.jpg,clothes/00077_00.jpg,,short sleeve,v neck,black,lace,casual,tight fit,black,brown,The dress is a black spaghetti strap top with lace trim and layered necklaces.,False,False
56,images/00078_00.jpg,clothes/00078_00.jpg,dkny,short sleeve,round neck,white,black,casual,tight fit,white,black,"The dress is a white T-shirt with ""DKNY"" printed in black letters across the chest.",False,False
57,images/00079_00.jpg,clothes/00079_00.jpg,,short sleeve,circle neck,blue,pink,casual,tight fit,blue,black,The dress is a blue button-up skirt with a fitted bodice and short sleeves featuring a pink leopard print pattern.,False,False
58,images/00080_00.jpg,clothes/00080_00.jpg,,long sleeve,boat neck,dark blue,light blue,casual,tight fit,blue,brown,"The dress is a long-sleeved, navy blue top with a crew neckline and a small logo on the left sleeve.",False,False
59,images/00082_00.jpg,clothes/00082_00.jpg,,long sleeve,v neck,black,,casual,tight fit,black,brown,The dress is a black long-sleeved turtleneck top paired with high-waisted dark blue jeans.,False,False
60,images/00083_00.jpg,clothes/00083_00.jpg,adidas,short sleeve,round neck,yellow,fluores,casual,loose fit,yellow,black,The dress is a bright yellow Adidas T-shirt paired with white Adidas shorts.,False,False
61,images/00085_00.jpg,clothes/00085_00.jpg,,long sleeve,scoop neck,black,,casual,tight fit,black,brown,"The dress is a black long-sleeved top with a scoop neckline and a small logo on the left side of the chest, paired with black pants featuring red and white stripes on the sides.",False,False
62,images/00086_00.jpg,clothes/00086_00.jpg,adidas,long sleeve,round neck,white,multicolored,casual,loose fit,black,black,The dress is a white Adidas T-shirt with colorful floral patterns and black Adidas pants.,False,False
63,images/00087_00.jpg,clothes/00087_00.jpg,levi's,short sleeve,round neck,white,floral,casual,tight fit,blue,black,The dress is a white Levis T-shirt with a colorful floral logo on the front and blue jeans.,False,False
64,images/00088_00.jpg,clothes/00088_00.jpg,levi's,short sleeve,round neck,white,red,casual,tight fit,blue,brown,The dress is a white t-shirt with a small red logo on the left chest and blue jeans.,False,False
65,images/00089_00.jpg,clothes/00089_00.jpg,,short sleeve,round neck,black,,casual,tight fit,black,brown,The dress is a black short-sleeved t-shirt paired with rust-colored pants.,False,False
66,images/00090_00.jpg,clothes/00090_00.jpg,,short sleeve,v neck,blue,,casual,tight fit,black,brown,"The dress is a blue, short-sleeved blouse with a front knot and black pants with buttons.",False,False
67,images/00091_00.jpg,clothes/00091_00.jpg,levi's,short sleeve,round neck,blue,red,casual,loose fit,blue,black,The dress is a blue t-shirt with a small red logo on the left chest and light blue denim shorts with frayed edges at the bottom.,False,False
68,images/00092_00.jpg,clothes/00092_00.jpg,adidas,short sleeve,crew neck,white,black,casual,loose fit,black,blonde,"The dress is a white T-shirt with black stripes on the sleeves and collar, featuring a pattern of small dogs in various poses, paired with black wide-legged pants.",False,False
69,images/00093_00.jpg,clothes/00093_00.jpg,,long sleeve,round neck,black,,casual,tight fit,black,blonde,"The dress is a black, sheer blouse with gold sequins and ruffled sleeves, paired with dark blue jeans.",False,False
70,images/00098_00.jpg,clothes/00098_00.jpg,calvin klein,short sleeve,round neck,white,white,casual,loose fit,black,blonde,The dress is a Calvin Klein Jeans white t-shirt paired with checkered pants.,False,False
71,images/00099_00.jpg,clothes/00099_00.jpg,summer vibes,short sleeve,v neck,white,white,casual,loose fit,white,black,"The dress is a white, short-sleeved, V-neck T-shirt with a relaxed fit and a pair of beige pants underneath.",False,False
72,images/00100_00.jpg,clothes/00100_00.jpg,,long sleeve,v neck,blue,gray,casual,tight fit,white,blonde,"The dress is a long-sleeved, navy blue blouse with a cut-out detail at the neckline and white pants.",False,False
73,images/00101_00.jpg,clothes/00101_00.jpg,,sleeveless,v neck,black,gray,casual,tight fit,green,black,A black sleeveless dress with lace detailing and an emerald green satin skirt.,True,False
74,images/00102_00.jpg,clothes/00102_00.jpg,adidas,short sleeve,round neck,white,black,casual,tight fit,black,blonde,"The dress is a white Adidas T-shirt with black stripes on the sleeves and collar, paired with black Adidas pants featuring white stripes.",False,False
75,images/00103_00.jpg,clothes/00103_00.jpg,,long sleeve,round neck,black,white,casual,loose fit,black,blonde,The dress is a black long-sleeved top with leopard print shoulder details.,False,False
76,images/00104_00.jpg,clothes/00104_00.jpg,champion,long sleeve,mock neck,white,,casual,tight fit,red,brown,The dress is a white Champion sweatshirt paired with a maroon skirt.,False,False
77,images/00105_00.jpg,clothes/00105_00.jpg,,short sleeve,round neck,black,,casual,tight fit,blue,blonde,"The dress is a black short-sleeved top with mesh inserts on the sleeves and a pocket on the left side, paired with blue jeans.",False,False
78,images/00106_00.jpg,clothes/00106_00.jpg,polo,short sleeve,polo collar,black,red,casual,tight fit,black,brown,"The dress is a black polo shirt with an embroidered bear and the word ""Polo"" on the left chest, paired with high-waisted black leather pants.",False,False
79,images/00107_00.jpg,clothes/00107_00.jpg,levi's,short sleeve,round neck,red,red,casual,tight fit,black,black,The dress is a red Levi's T-shirt with a heart design and black leggings.,False,False
80,images/00109_00.jpg,clothes/00109_00.jpg,,quarter length sleeves,v neck,pink,,casual,tight fit,blue,blonde,"The dress is a pink, short-sleeved, ribbed polo shirt with ruffled collar and cuffs, paired with dark blue denim shorts.",False,False
81,images/00111_00.jpg,clothes/00111_00.jpg,,long sleeve,v neck,gray,white,casual,tight fit,blue,blonde,"The dress is a navy blue blouse with a subtle white floral pattern and 3/4 sleeves, paired with light blue jeans.",False,False
82,images/00113_00.jpg,clothes/00113_00.jpg,,short sleeve,circle neck,beige,gray,casual,tight fit,blue,blonde,The dress is a cream-colored t-shirt featuring a geometric and mystical design with a bird and moon motif.,False,False
83,images/00114_00.jpg,clothes/00114_00.jpg,,long sleeve,high neck,black,zebra_pattern,casual,tight fit,black,brown,The dress is a black long-sleeved top with a zebra print pattern and high-waisted black jeans.,False,False
84,images/00115_00.jpg,clothes/00115_00.jpg,,short sleeve,round neck,white,yellow,casual,tight fit,white,blonde,"The dress is a sleeveless, white knit top with colorful tassel details on the neckline.",False,False
85,images/00117_00.jpg,clothes/00117_00.jpg,,long sleeve,round neck,white,multicolored,casual,loose fit,black,blonde,The dress is a white long-sleeved crop top with a colorful checkered pattern and a black faux leather mini skirt with silver zippers on the side.,False,False
86,images/00118_00.jpg,clothes/00118_00.jpg,,short sleeve,v neck,white,white,casual,tight fit,blue,brown,The dress is a white V-neck T-shirt paired with blue jeans.,False,False
87,images/00119_00.jpg,clothes/00119_00.jpg,,short sleeve,v neck,white,,casual,tight fit,black,black,"The dress is a white sleeveless top with lace trim on the neckline and shoulders, paired with dark jeans.",False,False
88,images/00120_00.jpg,clothes/00120_00.jpg,,short sleeve,circle neck,white,white,casual,tight fit,black,brown,"The dress is a white, short-sleeved t-shirt with a round neckline and black pants.",False,False
89,images/00122_00.jpg,clothes/00122_00.jpg,,short sleeve,v neck,black,purple,party,tight fit,blue,black,The dress is a sequined top with thin straps and a pleated blue skirt.,False,False
90,images/00123_00.jpg,clothes/00123_00.jpg,,long sleeve,round neck,black,pink,casual,tight fit,red,black,The dress is a black blouse with colorful polka dot patterns and maroon pants.,False,False
91,images/00124_00.jpg,clothes/00124_00.jpg,,short sleeve,crew neck,white,black,casual,loose fit,black,brown,"The dress is a white crop top featuring a panda holding bamboo and the text ""GO SLOW!"" along with a red leaf on the left side, paired with a leopard print skirt.",False,False
92,images/00125_00.jpg,clothes/00125_00.jpg,adidas,short sleeve,round neck,blue,pink,casual,tight fit,black,red,Adidas Originals leopard print T-shirt with pink trim and black pants.,False,False
93,images/00128_00.jpg,clothes/00128_00.jpg,lacoste,long sleeve,crew neck,white,,casual,tight fit,pink,black,A woman wearing a white polo shirt and pink striped pants.,False,False
94,images/00129_00.jpg,clothes/00129_00.jpg,calvin klein,short sleeve,round neck,red,white,casual,tight fit,white,blonde,The dress is a red Calvin Klein T-shirt paired with white pants.,False,False
95,images/00130_00.jpg,clothes/00130_00.jpg,,long sleeve,v neck,black,white,casual,tight fit,black,brown,The dress is a black and white leopard print skirt with lace sleeves.,False,False
96,images/00131_00.jpg,clothes/00131_00.jpg,,long sleeve,high neck,green,gray,casual,tight fit,black,brown,The dress is a teal lace top with long sleeves and a navy skirt.,False,False
97,images/00132_00.jpg,clothes/00132_00.jpg,,short sleeve,round neck,yellow,,casual,tight fit,yellow,brown,The dress is a mustard yellow short-sleeved top paired with navy blue pinstripe pants.,False,False
98,images/00133_00.jpg,clothes/00133_00.jpg,,short sleeve,round neck,white,yellow,casual,tight fit,yellow,blonde,The dress is a white top with yellow horizontal stripes and yellow high-waisted pants.,False,False
99,images/00134_00.jpg,clothes/00134_00.jpg,,long sleeve,boat neck,green,pink,casual,tight fit,black,black,The dress is a floral print top with green sleeves and black shorts.,False,False
100,images/00136_00.jpg,clothes/00136_00.jpg,calvin klein,short sleeve,round neck,white,red,casual,loose fit,red,black,The dress is a gray Calvin Klein crop top paired with white shorts.,False,False
101,images/00137_00.jpg,clothes/00137_00.jpg,biomi,short sleeve,high neck,white,,casual,tight fit,blue,blonde,"The dress is a sleeveless white blouse with a high collar and buttons down the front, paired with blue jeans.",False,False
102,images/00139_00.jpg,clothes/00139_00.jpg,ea7,long sleeve,round neck,white,,casual,tight fit,blue,blonde,The dress is a white long-sleeved T-shirt with a silver EA7 logo on the front and blue jeans.,False,False
103,images/00140_00.jpg,clothes/00140_00.jpg,levi's,short sleeve,round neck,white,red,casual,tight fit,blue,blonde,"The dress is a white Levis t-shirt with black trim and a small red logo on the chest, paired with high-waisted blue jeans.",False,False
104,images/00143_00.jpg,clothes/00143_00.jpg,guess,short sleeve,round neck,green,pink,casual,tight fit,green,black,The dress is a green t-shirt with a white triangle logo on the left chest and black jeans.,False,False
105,images/00144_00.jpg,clothes/00144_00.jpg,champion,long sleeve,hooded,white,blue,casual,tight fit,blue,blonde,"A white Champion hoodie with blue and red logo patches on the sleeves, paired with light blue jeans.",False,False
106,images/00146_00.jpg,clothes/00146_00.jpg,,long sleeve,cowl neck,gray,red,casual,loose fit,black,brown,"The dress is a black faux leather mini skirt with silver buttons down the front and a floral print long-sleeve top with black, white, and red flowers.",False,False
107,images/00147_00.jpg,clothes/00147_00.jpg,,long sleeve,square neck,black,,casual,tight fit,black,blonde,"The dress is a black velvet top with long sleeves and a fitted waist, paired with a beige plaid skirt.",False,False
108,images/00148_00.jpg,clothes/00148_00.jpg,adidas,short sleeve,round neck,mint green,green,casual,tight fit,green,blonde,"The dress is a light green Adidas T-shirt with white stripes on the sleeves and collar, paired with matching Adidas sweatpants.",False,False
109,images/00150_00.jpg,clothes/00150_00.jpg,hollister,short sleeve,polo neck,navy blue,white,casual,tight fit,blue,blonde,The dress is a navy blue polo shirt with a small white logo on the chest and blue jeans.,False,False
110,images/00153_00.jpg,clothes/00153_00.jpg,piek.one,short sleeve,round neck,black,yellow,,tight fit,black,brown,A black t-shirt with 'Sad Boy' embroidered on the left chest.,False,False
111,images/00154_00.jpg,clothes/00154_00.jpg,sno,long sleeve,high neck,black,white,casual,tight fit,black,pink,"A black and neon yellow dress with a white square on the chest displaying ""SNO"" in grey letters, paired with black pants and a black belt with a silver buckle.",False,False
112,images/00155_00.jpg,clothes/00155_00.jpg,,short sleeve,v neck,black,pink,casual,tight fit,black,brown,"The dress is a floral print spaghetti strap top with black as the base color, paired with black high-waisted trousers.",False,False
113,images/00156_00.jpg,clothes/00156_00.jpg,,sleeveless,v neck,black,,casual,tight fit,black,black,The dress is a black sleeveless top with a cut-out neckline and checkered pants.,False,False
114,images/00157_00.jpg,clothes/00157_00.jpg,ea7,short sleeve,round neck,black,pink,casual,tight fit,black,brown,The dress is a black EA7 Emporio Armani T-shirt and matching leggings set.,False,False
115,images/00159_00.jpg,clothes/00159_00.jpg,levi's,long sleeve,round neck,gray,white,casual,tight fit,gray,black,The dress is a grey long-sleeved top with a small red logo on the left chest and black jeans.,False,False
116,images/00161_00.jpg,clothes/00161_00.jpg,,short sleeve,round neck,green,green,casual,loose fit,green,blonde,"The dress is a loose-fitting olive green t-shirt with short sleeves and a mock neck, paired with beige pants featuring front pockets.",False,False
117,images/00162_00.jpg,clothes/00162_00.jpg,,long sleeve,scoop neck,navy blue,,casual,tight fit,white,blonde,The dress is a navy blue long-sleeved top paired with white jeans.,False,False
118,images/00163_00.jpg,clothes/00163_00.jpg,adidas,short sleeve,round neck,red,white,casual,loose fit,red,black,The dress is a red Adidas T-shirt paired with blue Adidas track pants.,False,False
119,images/00164_00.jpg,clothes/00164_00.jpg,calvin klein,long sleeve,crew neck,pink,light pink,casual,loose fit,pink,blonde,"The dress is a pink Calvin Klein Jeans crop top paired with a white skirt featuring black ""CK"" logos.",False,False
120,images/00165_00.jpg,clothes/00165_00.jpg,,short sleeve,polo collar,black,red,casual,tight fit,blue,blonde,The dress is a black polo shirt with white buttons and a small logo on the left chest.,False,False
121,images/00166_00.jpg,clothes/00166_00.jpg,,long sleeve,high neck,white,black,casual,loose fit,black,brown,"The dress is a cream-colored blouse with a black lace collar and long sleeves, paired with high-waisted dark jeans.",False,False
122,images/00167_00.jpg,clothes/00167_00.jpg,,long sleeve,boat neck,navy blue,,casual,tight fit,brown,black,The dress is a navy blue long-sleeved top paired with brown checkered pants.,False,False
123,images/00168_00.jpg,clothes/00168_00.jpg,adidas,short sleeve,round neck,black,white,casual,tight fit,black,brown,"The dress is a black Adidas T-shirt with white stripes on the sleeves and collar, paired with lavender track pants.",False,False
124,images/00169_00.jpg,clothes/00169_00.jpg,polo,short sleeve,round neck,navy blue,yellow,athletic,tight fit,blue,brown,The dress is a navy blue Polo Sport Ralph Lauren T-shirt paired with light blue jeans.,False,False
125,images/00170_00.jpg,clothes/00170_00.jpg,,short sleeve,v neck,navy blue,white,casual,tight fit,blue,brown,The dress is a sleeveless navy blue shirt with white polka dots and denim shorts.,False,False
126,images/00171_00.jpg,clothes/00171_00.jpg,,three quarter sleeve,boat neck,pale pink,pale pink,casual,tight fit,pink,blonde,A woman wearing a pink top and navy striped pants.,False,False
127,images/00172_00.jpg,clothes/00172_00.jpg,carhartt,short sleeve,round neck,black,white,casual,tight fit,black,blonde,The dress is a black t-shirt with a white pocket on the left side and gray sweatpants.,False,False
128,images/00173_00.jpg,clothes/00173_00.jpg,,long sleeve,scoop neck,black,,casual,tight fit,black,brown,"The dress is a long-sleeved, black top with a crew neckline and fitted fit.",False,False
129,images/00174_00.jpg,clothes/00174_00.jpg,nike,long sleeve,cowl neck,pink,pink,casual,tight fit,red,brown,The dress is a red Nike sweatshirt paired with plaid pants.,False,False
130,images/00175_00.jpg,clothes/00175_00.jpg,,short sleeve,round neck,pale pink,light pink,casual,loose fit,red,black,The dress is a white short-sleeved top paired with a coral pleated skirt.,False,False
131,images/00179_00.jpg,clothes/00179_00.jpg,,short sleeve,scoop neck,black,white,casual,tight fit,olive green,blonde,The dress is a black sleeveless bodysuit with adjustable straps and olive green pants featuring a button at the waist.,False,False
132,images/00180_00.jpg,clothes/00180_00.jpg,tommy sport,sleeveless,round neck,navy blue,red,athletic,tight fit,red,black,"The dress is a navy blue sleeveless top with red trim and a Tommy Sport logo on the chest, paired with bright red leggings.",False,False
133,images/00181_00.jpg,clothes/00181_00.jpg,,short sleeve,circle neck,black,red,casual,tight fit,black,blonde,"The dress is a black, glossy mini skirt with a front zipper and a fitted silhouette.",False,False
134,images/00182_00.jpg,clothes/00182_00.jpg,,short sleeve,round neck,brown,brown,casual,tight fit,brown,brown,The dress is a brown sleeveless top paired with checkered pants.,False,False
135,images/00183_00.jpg,clothes/00183_00.jpg,mercerized,short sleeve,round neck,white,white,casual,tight fit,black,brown,"The dress is a white, short-sleeved t-shirt.",False,False
136,images/00184_00.jpg,clothes/00184_00.jpg,,short sleeve,circle neck,black,gray,casual,tight fit,gray,black,The dress is a two-piece outfit consisting of a black sequined crop top and a brown pleated skirt.,False,False
137,images/00185_00.jpg,clothes/00185_00.jpg,fiorucci,short sleeve,round neck,white,black,casual,tight fit,black,brown,The dress is a white t-shirt with black text and black jeans.,False,False
138,images/00186_00.jpg,clothes/00186_00.jpg,carhartt,short sleeve,round neck,yellow,yellow,casual,loose fit,blue,black,Yellow t-shirt with a pocket and dark blue pants.,False,False
139,images/00187_00.jpg,clothes/00187_00.jpg,,long sleeve,high neck,red,,casual,tight fit,black,brown,The dress is a red ribbed long-sleeved top with lace details and black jeans.,False,False
140,images/00188_00.jpg,clothes/00188_00.jpg,,long sleeve,v neck,black,yellow,,loose fit,pink,blonde,"The dress is a black blouse with colorful embroidery on the sleeves and neckline, paired with pink pants.",False,False
141,images/00189_00.jpg,clothes/00189_00.jpg,,long sleeve,v neck,black,,casual,tight fit,black,blonde,The dress is a black long-sleeved top with a V-neckline and gray pants with a tie waist.,False,False
142,images/00192_00.jpg,clothes/00192_00.jpg,,short sleeve,cowl neck,white,yellow,,loose fit,black,blonde,"The dress is a white T-shirt featuring an image of Edvard Munch's ""The Scream"" and text stating ""this item is sold out.",False,False
